sent-id,token,pos,label,entity,flag
anem-sent-4,factor,NN,O,O,False
anem-sent-4,is,VBZ,O,O,False
anem-sent-4,suppressed,VBN,O,O,False
anem-sent-4,",",",",O,O,False
anem-sent-4,and,CC,O,O,False
anem-sent-4,expression,NN,O,O,False
anem-sent-4,of,IN,O,O,False
anem-sent-4,clusterin,NN,O,O,False
anem-sent-4,is,VBZ,O,O,False
anem-sent-4,increased,VBN,O,O,False
anem-sent-4,",",",",O,O,False
anem-sent-4,both,DT,O,O,False
anem-sent-4,of,IN,O,O,False
anem-sent-4,which,WDT,O,O,False
anem-sent-4,suggest,VBP,O,O,False
anem-sent-4,arrested,VBN,O,O,False
anem-sent-4,maturation,NN,O,O,False
anem-sent-4,or,CC,O,O,False
anem-sent-4,dedifferentiation,NN,O,O,False
anem-sent-4,of,IN,O,O,False
anem-sent-4,the,DT,O,O,False
anem-sent-4,tubular,NN,O,CELL,False
anem-sent-4,cell,NN,O,CELL,False
anem-sent-4,.,.,O,O,False
anem-sent-5,There,EX,O,O,False
anem-sent-5,is,VBZ,O,O,False
anem-sent-5,a,DT,O,O,False
anem-sent-5,marked,JJ,O,O,False
anem-sent-5,increase,NN,O,O,False
anem-sent-5,in,IN,O,O,False
anem-sent-5,apoptosis,NN,O,O,False
anem-sent-5,of,IN,O,O,False
anem-sent-5,epithelial,JJ,O,CELL,False
anem-sent-5,cells,NNS,O,CELL,False
anem-sent-5,in,IN,O,O,False
anem-sent-5,dilated,JJ,O,O,False
anem-sent-5,tubules,NNS,B-ANATOMICAL-ENTITY,MULTI-TISSUE_STRUCTURE,True
anem-sent-5,",",",",O,O,False
anem-sent-5,associated,VBN,O,O,False
anem-sent-5,with,IN,O,O,False
anem-sent-5,an,DT,O,O,False
anem-sent-5,increase,NN,O,O,False
anem-sent-5,in,IN,O,O,False
anem-sent-5,apoptotic,JJ,O,O,False
anem-sent-5,stimuli,NNS,O,O,False
anem-sent-5,.,.,O,O,False
anem-sent-6,The,DT,O,O,False
anem-sent-6,renin,NN,O,O,False
anem-sent-6,-,:,O,O,False
anem-sent-6,angiotensin,NN,O,O,False
anem-sent-6,system,NN,O,O,False
anem-sent-6,is,VBZ,O,O,False
anem-sent-6,activated,VBN,O,O,False
anem-sent-6,in,IN,O,O,False
anem-sent-6,both,DT,O,O,False
anem-sent-6,obstructive,JJ,O,O,False
anem-sent-6,nephropathy,NN,O,O,False
anem-sent-6,and,CC,O,O,False
anem-sent-6,PKD,NNP,O,O,False
anem-sent-6,",",",",O,O,False
anem-sent-6,which,WDT,O,O,False
anem-sent-6,may,MD,O,O,False
anem-sent-6,contribute,VB,O,O,False
anem-sent-6,to,TO,O,O,False
anem-sent-6,tubular,JJ,B-ANATOMICAL-ENTITY,MULTI-TISSUE_STRUCTURE,True
anem-sent-6,atrophy,NN,O,O,False
anem-sent-6,and,CC,O,O,False
anem-sent-6,interstitial,JJ,O,IMMATERIAL_ANATOMICAL_ENTITY,False
anem-sent-6,fibrosis,NN,O,O,False
anem-sent-6,",",",",O,O,False
anem-sent-6,which,WDT,O,O,False
anem-sent-6,characterize,VBP,O,O,False
anem-sent-6,the,DT,O,O,False
anem-sent-6,progression,NN,O,O,False
anem-sent-6,of,IN,O,O,False
anem-sent-6,both,DT,O,O,False
anem-sent-6,conditions,NNS,O,O,False
anem-sent-6,.,.,O,O,False
anem-sent-7,Focal,NNP,O,O,False
anem-sent-7,cystic,JJ,O,PATHOLOGICAL_FORMATION,False
anem-sent-7,dilatation,NN,O,O,False
anem-sent-7,of,IN,O,O,False
anem-sent-7,the,DT,O,O,False
anem-sent-7,tubule,NN,B-ANATOMICAL-ENTITY,MULTI-TISSUE_STRUCTURE,True
anem-sent-7,is,VBZ,O,O,False
anem-sent-7,found,VBN,O,O,False
anem-sent-7,in,IN,O,O,False
anem-sent-7,obstructive,JJ,O,O,False
anem-sent-7,nephropathy,NNS,O,O,False
anem-sent-7,",",",",O,O,False
anem-sent-7,while,IN,O,O,False
anem-sent-7,tubular,JJ,B-ANATOMICAL-ENTITY,MULTI-TISSUE_STRUCTURE,True
anem-sent-7,obstruction,NN,O,O,False
anem-sent-7,is,VBZ,O,O,False
anem-sent-7,present,JJ,O,O,False
anem-sent-7,in,IN,O,O,False
anem-sent-7,cystic,JJ,O,PATHOLOGICAL_FORMATION,False
anem-sent-7,kidney,NN,B-ANATOMICAL-ENTITY,ORGAN,True
anem-sent-7,disease,NN,O,O,False
anem-sent-7,.,.,O,O,False
anem-sent-21,A,DT,O,O,False
anem-sent-21,cross,NN,B-ANATOMICAL-ENTITY,MULTI-TISSUE_STRUCTURE,True
anem-sent-21,-,:,I-ANATOMICAL-ENTITY,MULTI-TISSUE_STRUCTURE,True
anem-sent-21,section,NN,I-ANATOMICAL-ENTITY,MULTI-TISSUE_STRUCTURE,True
anem-sent-21,of,IN,O,O,False
anem-sent-21,the,DT,O,O,False
anem-sent-21,distal,JJ,B-ANATOMICAL-ENTITY,MULTI-TISSUE_STRUCTURE,True
anem-sent-21,colon,NN,I-ANATOMICAL-ENTITY,MULTI-TISSUE_STRUCTURE,True
anem-sent-21,(,(,O,O,False
anem-sent-21,2,CD,O,O,False
anem-sent-21,cm,NN,O,O,False
anem-sent-21,),),O,O,False
anem-sent-21,was,VBD,O,O,False
anem-sent-21,fixed,VBN,O,O,False
anem-sent-21,in,IN,O,O,False
anem-sent-21,10,CD,O,O,False
anem-sent-21,%,NN,O,O,False
anem-sent-21,paraformaldehyde,JJ,O,O,False
anem-sent-21,solution,NN,O,O,False
anem-sent-21,.,.,O,O,False
anem-sent-22,Afterwards,NNS,O,O,False
anem-sent-22,",",",",O,O,False
anem-sent-22,it,PRP,O,O,False
anem-sent-22,was,VBD,O,O,False
anem-sent-22,cut,VBN,O,O,False
anem-sent-22,into,IN,O,O,False
anem-sent-22,small,JJ,O,O,False
anem-sent-22,fragments,NNS,B-ANATOMICAL-ENTITY,MULTI-TISSUE_STRUCTURE,True
anem-sent-22,",",",",O,O,False
anem-sent-22,dehydrated,VBD,O,O,False
anem-sent-22,through,IN,O,O,False
anem-sent-22,an,DT,O,O,False
anem-sent-22,ethanol,JJ,O,O,False
anem-sent-22,series,NN,O,O,False
anem-sent-22,(,(,O,O,False
anem-sent-22,70,CD,O,O,False
anem-sent-22,%,NN,O,O,False
anem-sent-22,-,:,O,O,False
anem-sent-22,100,CD,O,O,False
anem-sent-22,%,NN,O,O,False
anem-sent-22,),),O,O,False
anem-sent-22,",",",",O,O,False
anem-sent-22,cleared,VBN,O,O,False
anem-sent-22,in,IN,O,O,False
anem-sent-22,xylol,NN,O,O,False
anem-sent-22,and,CC,O,O,False
anem-sent-22,embedded,VBN,O,O,False
anem-sent-22,in,IN,O,O,False
anem-sent-22,paraffin,NN,O,O,False
anem-sent-22,.,.,O,O,False
anem-sent-23,The,DT,O,O,False
anem-sent-23,fragments,NNS,B-ANATOMICAL-ENTITY,MULTI-TISSUE_STRUCTURE,True
anem-sent-23,were,VBD,O,O,False
anem-sent-23,sliced,VBN,O,O,False
anem-sent-23,into,IN,O,O,False
anem-sent-23,5,CD,O,O,False
anem-sent-23,mum,JJ,O,O,False
anem-sent-23,thick,JJ,O,O,False
anem-sent-23,sections,NNS,B-ANATOMICAL-ENTITY,MULTI-TISSUE_STRUCTURE,True
anem-sent-23,and,CC,O,O,False
anem-sent-23,stained,VBN,O,O,False
anem-sent-23,with,IN,O,O,False
anem-sent-23,hematoxylin,NN,O,O,False
anem-sent-23,-,:,O,O,False
anem-sent-23,eosin,NN,O,O,False
anem-sent-23,.,.,O,O,False
anem-sent-24,Histological,JJ,O,O,False
anem-sent-24,evaluation,NN,O,O,False
anem-sent-24,was,VBD,O,O,False
anem-sent-24,done,VBN,O,O,False
anem-sent-24,by,IN,O,O,False
anem-sent-24,a,DT,O,O,False
anem-sent-24,pathologist,NN,O,O,False
anem-sent-24,who,WP,O,O,False
anem-sent-24,was,VBD,O,O,False
anem-sent-24,blinded,VBN,O,O,False
anem-sent-24,to,TO,O,O,False
anem-sent-24,the,DT,O,O,False
anem-sent-24,experimental,JJ,O,O,False
anem-sent-24,groups,NNS,O,O,False
anem-sent-24,",",",",O,O,False
anem-sent-24,and,CC,O,O,False
anem-sent-24,it,PRP,O,O,False
anem-sent-24,was,VBD,O,O,False
anem-sent-24,based,VBN,O,O,False
anem-sent-24,on,IN,O,O,False
anem-sent-24,the,DT,O,O,False
anem-sent-24,intensity,NN,O,O,False
anem-sent-24,of,IN,O,O,False
anem-sent-24,mononuclear,NN,O,O,False
anem-sent-24,and,CC,O,O,False
anem-sent-24,polymorphonuclear,JJ,O,O,False
anem-sent-24,infiltrates,NNS,O,O,False
anem-sent-24,in,IN,O,O,False
anem-sent-24,the,DT,O,O,False
anem-sent-24,lamina,NN,B-ANATOMICAL-ENTITY,TISSUE,True
anem-sent-24,propria,NN,I-ANATOMICAL-ENTITY,TISSUE,True
anem-sent-24,",",",",O,O,False
anem-sent-24,crypt,JJ,O,IMMATERIAL_ANATOMICAL_ENTITY,False
anem-sent-24,dilation,NN,O,O,False
anem-sent-24,",",",",O,O,False
anem-sent-24,cellular,JJ,O,CELL,False
anem-sent-24,destruction,NN,O,O,False
anem-sent-24,and,CC,O,O,False
anem-sent-24,mucosal,JJ,B-ANATOMICAL-ENTITY,MULTI-TISSUE_STRUCTURE,True
anem-sent-24,ulceration,NN,O,O,False
anem-sent-24,.,.,O,O,False
anem-sent-38,Intracerebral,JJ,O,O,False
anem-sent-38,grafting,NN,O,O,False
anem-sent-38,of,IN,O,O,False
anem-sent-38,cultured,JJ,O,O,False
anem-sent-38,autologous,JJ,O,O,False
anem-sent-38,skin,NN,O,CELL,False
anem-sent-38,fibroblasts,NNS,O,CELL,False
anem-sent-38,into,IN,O,O,False
anem-sent-38,the,DT,O,O,False
anem-sent-38,rat,NN,O,O,False
anem-sent-38,striatum,NN,B-ANATOMICAL-ENTITY,MULTI-TISSUE_STRUCTURE,True
anem-sent-38,:,:,O,O,False
anem-sent-38,an,DT,O,O,False
anem-sent-38,assessment,NN,O,O,False
anem-sent-38,of,IN,O,O,False
anem-sent-38,graft,NN,B-ANATOMICAL-ENTITY,TISSUE,True
anem-sent-38,size,NN,O,O,False
anem-sent-38,and,CC,O,O,False
anem-sent-38,ultrastructure,NN,O,O,False
anem-sent-38,.,.,O,O,False
anem-sent-39,To,TO,O,O,False
anem-sent-39,identify,VB,O,O,False
anem-sent-39,a,DT,O,O,False
anem-sent-39,suitable,JJ,O,O,False
anem-sent-39,donor,NN,O,CELL,False
anem-sent-39,cell,NN,O,CELL,False
anem-sent-39,population,NN,O,CELL,False
anem-sent-39,for,IN,O,O,False
anem-sent-39,gene,NN,O,O,False
anem-sent-39,therapy,NN,O,O,False
anem-sent-39,applications,NNS,O,O,False
anem-sent-39,to,TO,O,O,False
anem-sent-39,the,DT,O,O,False
anem-sent-39,central,JJ,B-ANATOMICAL-ENTITY,ANATOMICAL_SYSTEM,True
anem-sent-39,nervous,JJ,I-ANATOMICAL-ENTITY,ANATOMICAL_SYSTEM,True
anem-sent-39,system,NN,I-ANATOMICAL-ENTITY,ANATOMICAL_SYSTEM,True
anem-sent-39,",",",",O,O,False
anem-sent-39,primary,JJ,O,O,False
anem-sent-39,fibroblasts,NNS,O,CELL,False
anem-sent-39,isolated,VBD,O,O,False
anem-sent-39,from,IN,O,O,False
anem-sent-39,skin,JJ,B-ANATOMICAL-ENTITY,MULTI-TISSUE_STRUCTURE,True
anem-sent-39,biopsies,NNS,I-ANATOMICAL-ENTITY,MULTI-TISSUE_STRUCTURE,True
anem-sent-39,and,CC,O,O,False
anem-sent-39,maintained,VBN,O,O,False
anem-sent-39,in,IN,O,O,False
anem-sent-39,culture,NN,O,O,False
anem-sent-39,are,VBP,O,O,False
anem-sent-39,employed,VBN,O,O,False
anem-sent-39,as,IN,O,O,False
anem-sent-39,autologous,JJ,O,O,False
anem-sent-39,cells,NNS,O,CELL,False
anem-sent-39,for,IN,O,O,False
anem-sent-39,intracerebral,JJ,O,IMMATERIAL_ANATOMICAL_ENTITY,False
anem-sent-39,grafting,NN,O,O,False
anem-sent-39,within,IN,O,O,False
anem-sent-39,the,DT,O,O,False
anem-sent-39,adult,NN,O,O,False
anem-sent-39,rat,NN,O,O,False
anem-sent-39,striatum,NN,B-ANATOMICAL-ENTITY,MULTI-TISSUE_STRUCTURE,True
anem-sent-39,.,.,O,O,False
anem-sent-41,Following,VBG,O,O,False
anem-sent-41,implantation,NN,O,O,False
anem-sent-41,within,IN,O,O,False
anem-sent-41,the,DT,O,O,False
anem-sent-41,striatum,NN,B-ANATOMICAL-ENTITY,MULTI-TISSUE_STRUCTURE,True
anem-sent-41,",",",",O,O,False
anem-sent-41,the,DT,O,O,False
anem-sent-41,volume,NN,O,O,False
anem-sent-41,of,IN,O,O,False
anem-sent-41,the,DT,O,O,False
anem-sent-41,primary,JJ,O,O,False
anem-sent-41,fibroblast,NN,B-ANATOMICAL-ENTITY,TISSUE,True
anem-sent-41,grafts,NNS,I-ANATOMICAL-ENTITY,TISSUE,True
anem-sent-41,",",",",O,O,False
anem-sent-41,stained,VBD,O,O,False
anem-sent-41,immunohistochemically,RB,O,O,False
anem-sent-41,for,IN,O,O,False
anem-sent-41,fibronectin,NN,O,O,False
anem-sent-41,",",",",O,O,False
anem-sent-41,does,VBZ,O,O,False
anem-sent-41,not,RB,O,O,False
anem-sent-41,differ,VB,O,O,False
anem-sent-41,significantly,RB,O,O,False
anem-sent-41,at,IN,O,O,False
anem-sent-41,3,CD,O,O,False
anem-sent-41,and,CC,O,O,False
anem-sent-41,8,CD,O,O,False
anem-sent-41,weeks,NNS,O,O,False
anem-sent-41,.,.,O,O,False
anem-sent-42,The,DT,O,O,False
anem-sent-42,graft,NN,B-ANATOMICAL-ENTITY,TISSUE,True
anem-sent-42,size,NN,O,O,False
anem-sent-42,is,VBZ,O,O,False
anem-sent-42,dependent,JJ,O,O,False
anem-sent-42,on,IN,O,O,False
anem-sent-42,the,DT,O,O,False
anem-sent-42,density,NN,O,O,False
anem-sent-42,of,IN,O,O,False
anem-sent-42,the,DT,O,O,False
anem-sent-42,cell,NN,O,CELL,False
anem-sent-42,suspension,NN,O,O,False
anem-sent-42,",",",",O,O,False
anem-sent-42,but,CC,O,O,False
anem-sent-42,not,RB,O,O,False
anem-sent-42,dependent,JJ,O,O,False
anem-sent-42,on,IN,O,O,False
anem-sent-42,either,CC,O,O,False
anem-sent-42,the,DT,O,O,False
anem-sent-42,number,NN,O,O,False
anem-sent-42,of,IN,O,O,False
anem-sent-42,passages,NNS,O,O,False
anem-sent-42,the,DT,O,O,False
anem-sent-42,cells,NNS,O,CELL,False
anem-sent-42,are,VBP,O,O,False
anem-sent-42,taken,VBN,O,O,False
anem-sent-42,through,IN,O,O,False
anem-sent-42,in,IN,O,O,False
anem-sent-42,culture,NN,O,O,False
anem-sent-42,prior,RB,O,O,False
anem-sent-42,to,TO,O,O,False
anem-sent-42,grafting,VBG,O,O,False
anem-sent-42,or,CC,O,O,False
anem-sent-42,on,IN,O,O,False
anem-sent-42,the,DT,O,O,False
anem-sent-42,postoperative,JJ,O,O,False
anem-sent-42,survival,NN,O,O,False
anem-sent-42,period,NN,O,O,False
anem-sent-42,.,.,O,O,False
anem-sent-43,Ultrastructural,JJ,O,O,False
anem-sent-43,evidence,NN,O,O,False
anem-sent-43,reveals,NNS,O,O,False
anem-sent-43,that,WDT,O,O,False
anem-sent-43,at,IN,O,O,False
anem-sent-43,8,CD,O,O,False
anem-sent-43,weeks,NNS,O,O,False
anem-sent-43,the,DT,O,O,False
anem-sent-43,grafts,NNS,B-ANATOMICAL-ENTITY,TISSUE,True
anem-sent-43,are,VBP,O,O,False
anem-sent-43,composed,VBN,O,O,False
anem-sent-43,primarily,RB,O,O,False
anem-sent-43,of,IN,O,O,False
anem-sent-43,collagen,NN,O,O,False
anem-sent-43,and,CC,O,O,False
anem-sent-43,fibroblasts,NNS,O,CELL,False
anem-sent-43,with,IN,O,O,False
anem-sent-43,rough,JJ,O,O,False
anem-sent-43,endoplasmic,JJ,O,CELLULAR_COMPONENT,False
anem-sent-43,reticulum,NN,O,CELLULAR_COMPONENT,False
anem-sent-43,and,CC,O,O,False
anem-sent-43,vesicles,NNS,O,CELLULAR_COMPONENT,False
anem-sent-43,.,.,O,O,False
anem-sent-44,Reactive,JJ,O,O,False
anem-sent-44,astrocytic,JJ,O,CELLULAR_COMPONENT,False
anem-sent-44,processes,NNS,O,CELLULAR_COMPONENT,False
anem-sent-44,and,CC,O,O,False
anem-sent-44,phagocytic,JJ,O,CELL,False
anem-sent-44,cells,NNS,O,CELL,False
anem-sent-44,are,VBP,O,O,False
anem-sent-44,also,RB,O,O,False
anem-sent-44,present,JJ,O,O,False
anem-sent-44,in,IN,O,O,False
anem-sent-44,the,DT,O,O,False
anem-sent-44,grafts,NNS,B-ANATOMICAL-ENTITY,TISSUE,True
anem-sent-44,.,.,O,O,False
anem-sent-45,The,DT,O,O,False
anem-sent-45,grafts,NNS,B-ANATOMICAL-ENTITY,TISSUE,True
anem-sent-45,are,VBP,O,O,False
anem-sent-45,extensively,RB,O,O,False
anem-sent-45,vascularized,VBN,O,O,False
anem-sent-45,with,IN,O,O,False
anem-sent-45,capillaries,NNS,B-ANATOMICAL-ENTITY,TISSUE,True
anem-sent-45,composed,VBN,O,O,False
anem-sent-45,of,IN,O,O,False
anem-sent-45,nonfenestrated,JJ,O,O,False
anem-sent-45,endothelium,NN,B-ANATOMICAL-ENTITY,TISSUE,True
anem-sent-45,;,:,O,O,False
anem-sent-45,intercellular,JJ,O,CELLULAR_COMPONENT,False
anem-sent-45,junctions,NNS,O,CELLULAR_COMPONENT,False
anem-sent-45,are,VBP,O,O,False
anem-sent-45,evident,JJ,O,O,False
anem-sent-45,at,IN,O,O,False
anem-sent-45,sites,NNS,O,CELLULAR_COMPONENT,False
anem-sent-45,of,IN,O,O,False
anem-sent-45,apposition,NN,O,O,False
anem-sent-45,between,IN,O,O,False
anem-sent-45,endothelial,JJ,O,CELL,False
anem-sent-45,cells,NNS,O,CELL,False
anem-sent-45,.,.,O,O,False
anem-sent-47,Also,RB,O,O,False
anem-sent-47,",",",",O,O,False
anem-sent-47,the,DT,O,O,False
anem-sent-47,grafts,NNS,B-ANATOMICAL-ENTITY,TISSUE,True
anem-sent-47,maintain,VBP,O,O,False
anem-sent-47,a,DT,O,O,False
anem-sent-47,constant,JJ,O,O,False
anem-sent-47,volume,NN,O,O,False
anem-sent-47,between,IN,O,O,False
anem-sent-47,3,CD,O,O,False
anem-sent-47,and,CC,O,O,False
anem-sent-47,8,CD,O,O,False
anem-sent-47,weeks,NNS,O,O,False
anem-sent-47,",",",",O,O,False
anem-sent-47,thereby,RB,O,O,False
anem-sent-47,indicating,VBG,O,O,False
anem-sent-47,that,IN,O,O,False
anem-sent-47,primary,JJ,O,O,False
anem-sent-47,skin,NN,O,CELL,False
anem-sent-47,fibroblasts,NNS,O,CELL,False
anem-sent-47,do,VBP,O,O,False
anem-sent-47,not,RB,O,O,False
anem-sent-47,produce,VB,O,O,False
anem-sent-47,tumors,NNS,O,CANCER,False
anem-sent-47,.,.,O,O,False
anem-sent-48,Finally,RB,O,O,False
anem-sent-48,",",",",O,O,False
anem-sent-48,dynamic,JJ,O,O,False
anem-sent-48,host,NN,O,O,False
anem-sent-48,-,:,O,O,False
anem-sent-48,to,TO,O,O,False
anem-sent-48,-,:,O,O,False
anem-sent-48,graft,NN,B-ANATOMICAL-ENTITY,TISSUE,True
anem-sent-48,interactions,NNS,O,O,False
anem-sent-48,-,:,O,O,False
anem-sent-48,-,:,O,O,False
anem-sent-48,including,VBG,O,O,False
anem-sent-48,phagocytic,JJ,O,O,False
anem-sent-48,migration,NN,O,O,False
anem-sent-48,",",",",O,O,False
anem-sent-48,astrocytic,JJ,O,O,False
anem-sent-48,hypertrophy,NN,O,O,False
anem-sent-48,and,CC,O,O,False
anem-sent-48,infiltration,NN,O,O,False
anem-sent-48,within,IN,O,O,False
anem-sent-48,the,DT,O,O,False
anem-sent-48,grafts,NNS,B-ANATOMICAL-ENTITY,TISSUE,True
anem-sent-48,",",",",O,O,False
anem-sent-48,and,CC,O,O,False
anem-sent-48,angiogenesis,SYM,O,O,False
anem-sent-48,-,:,O,O,False
anem-sent-48,-,:,O,O,False
anem-sent-48,are,VBP,O,O,False
anem-sent-48,features,NNS,O,O,False
anem-sent-48,that,WDT,O,O,False
anem-sent-48,constitute,VBP,O,O,False
anem-sent-48,the,DT,O,O,False
anem-sent-48,structural,JJ,O,O,False
anem-sent-48,integration,NN,O,O,False
anem-sent-48,of,IN,O,O,False
anem-sent-48,primary,JJ,O,O,False
anem-sent-48,skin,NN,O,CELL,False
anem-sent-48,fibroblasts,NNS,O,CELL,False
anem-sent-48,grafted,VBD,O,O,False
anem-sent-48,within,IN,O,O,False
anem-sent-48,the,DT,O,O,False
anem-sent-48,adult,NN,O,O,False
anem-sent-48,rat,JJ,O,O,False
anem-sent-48,central,JJ,B-ANATOMICAL-ENTITY,ANATOMICAL_SYSTEM,True
anem-sent-48,nervous,JJ,I-ANATOMICAL-ENTITY,ANATOMICAL_SYSTEM,True
anem-sent-48,system,NN,I-ANATOMICAL-ENTITY,ANATOMICAL_SYSTEM,True
anem-sent-48,.,.,O,O,False
anem-sent-49,MMTV,NNP,O,O,False
anem-sent-49,-,:,O,O,False
anem-sent-49,cre,NN,O,O,False
anem-sent-49,-,:,O,O,False
anem-sent-49,mediated,VBN,O,O,False
anem-sent-49,fur,JJ,O,O,False
anem-sent-49,inactivation,NN,O,O,False
anem-sent-49,concomitant,NN,O,O,False
anem-sent-49,with,IN,O,O,False
anem-sent-49,PLAG1,NNP,O,O,False
anem-sent-49,proto,NN,O,O,False
anem-sent-49,-,:,O,O,False
anem-sent-49,oncogene,NN,O,O,False
anem-sent-49,activation,NN,O,O,False
anem-sent-49,delays,NNS,O,O,False
anem-sent-49,salivary,JJ,B-ANATOMICAL-ENTITY,MULTI-TISSUE_STRUCTURE,True
anem-sent-49,gland,NN,I-ANATOMICAL-ENTITY,MULTI-TISSUE_STRUCTURE,True
anem-sent-49,tumorigenesis,NN,O,O,False
anem-sent-49,in,IN,O,O,False
anem-sent-49,mice,NN,O,O,False
anem-sent-49,.,.,O,O,False
anem-sent-52,In,IN,O,O,False
anem-sent-52,this,DT,O,O,False
anem-sent-52,study,NN,O,O,False
anem-sent-52,",",",",O,O,False
anem-sent-52,the,DT,O,O,False
anem-sent-52,role,NN,O,O,False
anem-sent-52,of,IN,O,O,False
anem-sent-52,the,DT,O,O,False
anem-sent-52,proprotein,NN,O,O,False
anem-sent-52,convertase,NN,O,O,False
anem-sent-52,furin,NN,O,O,False
anem-sent-52,in,IN,O,O,False
anem-sent-52,PLAG1,NNP,O,O,False
anem-sent-52,proto,NN,O,O,False
anem-sent-52,-,:,O,O,False
anem-sent-52,oncogene,NN,O,O,False
anem-sent-52,-,:,O,O,False
anem-sent-52,induced,JJ,O,O,False
anem-sent-52,salivary,JJ,B-ANATOMICAL-ENTITY,MULTI-TISSUE_STRUCTURE,True
anem-sent-52,gland,NN,I-ANATOMICAL-ENTITY,MULTI-TISSUE_STRUCTURE,True
anem-sent-52,tumorigenesis,NN,O,O,False
anem-sent-52,was,VBD,O,O,False
anem-sent-52,investigated,VBN,O,O,False
anem-sent-52,.,.,O,O,False
anem-sent-53,PLAG1,NNP,O,O,False
anem-sent-53,overexpression,NN,O,O,False
anem-sent-53,in,IN,O,O,False
anem-sent-53,salivary,JJ,B-ANATOMICAL-ENTITY,ORGAN,True
anem-sent-53,glands,NNS,I-ANATOMICAL-ENTITY,ORGAN,True
anem-sent-53,has,VBZ,O,O,False
anem-sent-53,previously,RB,O,O,False
anem-sent-53,been,VBN,O,O,False
anem-sent-53,shown,VBN,O,O,False
anem-sent-53,to,TO,O,O,False
anem-sent-53,result,VB,O,O,False
anem-sent-53,in,IN,O,O,False
anem-sent-53,salivary,JJ,O,CANCER,False
anem-sent-53,gland,NN,O,CANCER,False
anem-sent-53,tumors,NNS,O,CANCER,False
anem-sent-53,in,IN,O,O,False
anem-sent-53,100,CD,O,O,False
anem-sent-53,%,NN,O,O,False
anem-sent-53,of,IN,O,O,False
anem-sent-53,mice,NN,O,O,False
anem-sent-53,within,IN,O,O,False
anem-sent-53,5,CD,O,O,False
anem-sent-53,weeks,NNS,O,O,False
anem-sent-53,after,IN,O,O,False
anem-sent-53,birth,NN,O,O,False
anem-sent-53,.,.,O,O,False
anem-sent-54,MMTV,NNP,O,O,False
anem-sent-54,-,:,O,O,False
anem-sent-54,cre,NN,O,O,False
anem-sent-54,-,:,O,O,False
anem-sent-54,mediated,VBN,O,O,False
anem-sent-54,inactivation,NN,O,O,False
anem-sent-54,of,IN,O,O,False
anem-sent-54,fur,NN,O,O,False
anem-sent-54,without,IN,O,O,False
